stat_num,Region,stat_name,HUC_code,drain_area,t_scale,record,c_lines,district,state,county,lat_N,lat_dd,long_W,long_dd,datum,NC_area,BI,CCI,snow factor index
1127500,1,"YANTIC R AT YANTIC, CT",1100003,89.3,D,E,0,CT,CT,11,413331N,41.55861,0720719W,-72.12194,94.46,0,,,0.679558351
1134500,1,"MOOSE RIVER AT VICTORY, VT",1080102,75.2,D,E,0,VT,VT,9,443042N,44.51167,0715013W,-71.83694,1103.99,0,,,2.38119175
1137500,1,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",1080101,87.6,D,E,0,NH,NH,9,441608N,44.26889,0713752W,-71.63111,1180.74,0,,,2.644928276
1142500,1,"AYERS BROOK AT RANDOLPH, VT",1080105,30.5,D,E,0,VT,VT,17,435604N,43.93444,0723930W,-72.65833,630.5,0,,,4.526932768
1144000,1,"WHITE RIVER AT WEST HARTFORD, VT",1080105,690.0,D,E,0,VT,VT,27,434251N,43.71417,0722507W,-72.41861,374.53,0,,,0.196881265
1145000,1,"MASCOMA RIVER AT WEST CANAAN, NH",1080104,80.5,D,E,0,NH,NH,9,433900N,43.65,0720450W,-72.08056,835.0,0,,,1.565411877
1153500,1,"WILLIAMS RIVER AT BROCKWAYS MILLS, VT",1080107,103.0,D,E,0,VT,VT,25,431231N,43.20861,0723105W,-72.51806,433.54,0,,,1.254324998
1156000,1,"WEST RIVER AT NEWFANE, VT",1080107,308.0,D,P,4,VT,VT,25,425943N,42.99528,0723813W,-72.63694,384.21,0,,,0.434524382
1162500,1,"PRIEST BROOK NEAR WINCHENDON, MA",1080202,19.4,M,P,5,MA,MA,27,424057N,42.6825,0720656W,-72.11556,849.67,0,,,5.975019989
1165500,1,"MOSS BROOK AT WENDELL DEPOT, MA",1080202,12.1,D,P,2,MA,MA,11,423610N,42.60278,0722136W,-72.36,508.9,0,,,8.471085896
1169000,1,"NORTH RIVER AT SHATTUCKVILLE, MA",1080203,89.0,D,P,4,MA,MA,11,423818N,42.63833,0724332W,-72.72556,458.36,0,,,1.095415755
1170100,1,"GREEN RIVER NEAR COLRAIN, MA",1080203,41.4,D,E,0,MA,MA,11,424212N,42.70333,0724016W,-72.67111,435.0,0,,,2.246683087
1176000,1,"QUABOAG RIVER AT WEST BRIMFIELD, MA",1080204,150.0,M,P,5,MA,MA,13,421056N,42.18222,0721551W,-72.26417,390.0,0,,,0.646502358
1180500,1,"MIDDLE B WESTFIELD RIVER AT GOSS HEIGHTS, MA",1080206,52.7,M,P,5,MA,MA,15,421531N,42.25861,0725223W,-72.87306,399.3,0,,,1.837194857
1181000,1,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",1080206,94.0,D,P,2,MA,MA,15,421414N,42.23722,0725346W,-72.89611,388.6,0,,,1.070246984
1193500,1,"SALMON RIVER NEAR EAST HAMPTON, CT",1080205,100.0,M,E,3,CT,CT,7,413253N,41.54806,0722659W,-72.44972,63.71,0,,C,0.647886912
1196500,1,"QUINNIPIAC RIVER AT WALLINGFORD, CT",1100004,115.0,M,E,3,CT,CT,9,412658N,41.44944,0725029W,-72.84139,19.24,0,,,0.399593739
1198000,1,"GREEN RIVER NEAR GREAT BARRINGTON, MA",1100005,51.0,D,E,0,MA,MA,3,421131N,42.19194,0732328W,-73.39111,690.0,0,,,2.012673217
1201500,1,"STILL R NR LANESVILLE, CT.",1100005,67.5,D,E,0,CT,CT,5,413112N,41.52,0732507W,-73.41861,213.05,0,,,0.909517064
1204000,1,"POMPERAUG RIVER AT SOUTHBURY, CT",1100005,75.1,D,E,0,CT,CT,9,412850N,41.48056,0731330W,-73.225,165.6,0,,C,0.831713854
4296000,1,"BLACK RIVER AT COVENTRY, VT",1110000,122.0,D,E,0,VT,VT,19,445208N,44.86889,0721614W,-72.27056,725.0,0,,,1.335346294
1305000,2,CARMANS RIVER AT YAPHANK NY,2030202,71.0,M,E,5,NY,NY,103,404949N,40.83028,0725424W,-72.90667,17.95,0,,,2.447546435
1321000,2,SACANDAGA RIVER NEAR HOPE NY,2020002,491.0,M,E,4,NY,NY,41,432110N,43.35278,0741615W,-74.27083,881.31,0,,,0.316879648
1329000,2,"BATTEN KILL AT ARLINGTON, VT",2020003,152.0,M,E,3,VT,VT,3,430438N,43.07722,0730926W,-73.15722,596.68,0,,,0.652286298
1329500,2,BATTEN KILL AT BATTENVILLE NY,2020003,394.0,D,P,3,NY,NY,115,430605N,43.10139,0732555W,-73.43194,369.09,0,,,0.240632612
1330500,2,KAYDEROSSERAS CREEK NR WEST MILTON NY,2020003,90.0,M,E,3,NY,NY,91,430218N,43.03833,0735435W,-73.90972,376.06,0,,,1.453207234
1332000,2,"NORTH BRANCH HOOSIC RIVER AT NORTH ADAMS, MA",2020003,40.9,M,E,3,MA,MA,3,424208N,42.70222,0730537W,-73.09361,820.46,0,,,2.222280189
1333000,2,"GREEN RIVER AT WILLIAMSTOWN, MA",2020003,42.6,M,E,4,MA,MA,3,424232N,42.70889,0731150W,-73.19722,615.0,0,,,2.050297617
1333500,2,LITTLE HOOSIC RIVER AT PETERSBURG NY,2020003,56.1,D,E,1,NY,NY,83,424550N,42.76389,0732016W,-73.33778,587.4,0,,,1.75355847
1334500,2,HOOSIC RIVER NEAR EAGLE BRIDGE NY,2020003,510.0,M,E,4,NY,NY,83,425619N,42.93861,0732239W,-73.3775,355.41,0,,,0.17757769
1348000,2,EAST CANADA CREEK AT EAST CREEK NY,2020004,289.0,M,E,6,NY,NY,43,430100N,43.01667,0744428W,-74.74111,335.7,0,,,0.365114893
1349000,2,OTSQUAGO CREEK AT FORT PLAIN NY,2020004,61.0,M,P,5,NY,NY,57,425546N,42.92944,0743735W,-74.62639,301.16,0,,,1.812868902
1350000,2,SCHOHARIE CREEK AT PRATTSVILLE NY,2020005,237.0,D,E,1,NY,NY,39,421910N,42.31944,0742613W,-74.43694,1134.98,0,,,0.459691061
1361000,2,KINDERHOOK CREEK AT ROSSMAN NY,2020006,329.0,M,P,6,NY,NY,21,421950N,42.33056,0734440W,-73.74444,24.78,0,,,0.315571298
1361500,2,CATSKILL CREEK AT OAK HILL NY,2020006,98.0,D,E,0,NY,NY,39,422416N,42.40444,0740907W,-74.15194,610.65,0,,,1.420880694
1365000,2,RONDOUT CREEK NEAR LOWES CORNERS NY,2020007,38.3,D,P,2,NY,NY,105,415200N,41.86667,0742912W,-74.48667,874.44,0,,,2.519215137
1368000,2,WALLKILL RIVER NEAR UNIONVILLE NY,2020007,140.0,D,E,2,NJ,NJ,37,411536N,41.26,0743256W,-74.54889,379.21,0,,,0.473971666
1369000,2,POCHUCK CREEK NEAR PINE ISLAND NY,2020007,98.0,D,E,0,NY,NY,71,411632N,41.27556,0742819W,-74.47194,382.39,0,,,0.699973772
1372500,2,WAPPINGER CREEK NEAR WAPPINGERS FALLS NY,2020008,181.0,D,P,2,NY,NY,27,413911N,41.65306,0735223W,-73.87306,114.37,0,,,0.408551633
1373500,2,FISHKILL CREEK AT BEACON NY,2020008,190.0,M,E,3,NY,NY,27,413040N,41.51111,0735655W,-73.94861,131.17,0,,,0.386436316
1379500,2,PASSAIC RIVER NEAR CHATHAM NJ,2030103,100.0,D,E,2,NJ,NJ,27,404331N,40.72528,0742323W,-74.38972,193.51,0,,,0.436370964
1384500,2,RINGWOOD CREEK NEAR WANAQUE NJ,2030103,19.1,D,P,2,NJ,NJ,31,410736N,41.12667,0741552W,-74.26444,292.67,0,,,3.308006479
1387500,2,RAMAPO RIVER NEAR MAHWAH NJ,2030103,120.0,D,P,2,NJ,NJ,3,410551N,41.0975,0740948W,-74.16333,253.1,0,,,0.50492521
1396500,2,SOUTH BRANCH RARITAN RIVER NEAR HIGH BRIDGE NJ,2030105,65.3,D,E,2,NJ,NJ,19,404040N,40.67778,0745246W,-74.87944,282.1,0,C,,0.910388882
1398000,2,NESHANIC RIVER AT REAVILLE NJ,2030105,25.7,D,E,0,NJ,NJ,19,402818N,40.47167,0744942W,-74.82833,109.46,0,,,1.87465901
1398500,2,NB RARITAN RIVER NEAR FAR HILLS NJ,2030105,26.2,D,P,1,NJ,NJ,35,404230N,40.70833,0743811W,-74.63639,224.49,0,,,2.065161732
1399500,2,LAMINGTON (BLACK) RIVER NEAR POTTERSVILLE NJ,2030105,32.8,D,P,2,NJ,NJ,27,404339N,40.7275,0744350W,-74.73056,284.14,0,,,1.919564937
1408500,2,TOMS RIVER NEAR TOMS RIVER NJ,2040301,123.0,D,P,3,NJ,NJ,29,395910N,39.98611,0741329W,-74.22472,8.1,0,,,0.278902868
1410000,2,OSWEGO RIVER AT HARRISVILLE NJ,2040301,72.5,D,P,1,NJ,NJ,5,393947N,39.66306,0743126W,-74.52389,4.62,0,,,0.591424122
1411000,2,GREAT EGG HARBOR RIVER AT FOLSOM NJ,2040302,57.1,D,E,0,NJ,NJ,1,393542N,39.595,0745106W,-74.85167,53.32,0,C,,0.527652028
1411500,2,MAURICE RIVER AT NORMA NJ,2040206,112.0,D,E,0,NJ,NJ,33,392942N,39.495,0750438W,-75.07722,46.94,0,,,0.253218549
1413500,2,EAST BR DELAWARE R AT MARGARETVILLE NY,2040102,163.0,D,E,0,NY,NY,25,420841N,42.14472,0743914W,-74.65389,1302.38,0,,,0.697469594
1414000,2,PLATTE KILL AT DUNRAVEN NY,2040102,35.0,M,E,3,NY,NY,25,420759N,42.13306,0744145W,-74.69583,1296.23,0,,,2.45682939
1418500,2,BEAVER KILL AT CRAIGIE CLAIR NY,2040102,81.9,D,E,0,NY,NY,105,415747N,41.96306,0745202W,-74.86722,1399.69,0,,,1.05208316
1419500,2,WILLOWEMOC CREEK NR LIVINGSTON MANOR NY,2040102,62.6,D,E,0,NY,NY,105,415412N,41.90333,0744847W,-74.81306,1435.85,0,,,1.415666166
1420500,2,BEAVER KILL AT COOKS FALLS NY,2040102,241.0,D,E,0,NY,NY,25,415647N,41.94639,0745848W,-74.98,1151.7,0,,,0.354764392
1422000,2,WEST BRANCH DELAWARE RIVER AT DELHI NY,2040101,142.0,D,E,0,NY,NY,25,421618N,42.27167,0745506W,-74.91833,1345.29,0,,,0.763044937
1422500,2,LITTLE DELAWARE RIVER NEAR DELHI NY,2040101,49.7,D,E,0,NY,NY,25,421508N,42.25222,0745407W,-74.90194,1385.35,0,,,1.892257525
1423000,2,WEST BRANCH DELAWARE RIVER AT WALTON NY,2040101,332.0,D,E,0,NY,NY,25,420958N,42.16611,0750825W,-75.14028,1190.3,0,,,0.303421981
1424500,2,TROUT CREEK AT CANNONSVILLE NY,2040101,49.5,D,E,0,NY,NY,25,420545N,42.09583,0751925W,-75.32361,1041.54,0,,,2.068643464
1426500,2,WEST BRANCH DELAWARE RIVER AT HALE EDDY NY,2040101,595.0,D,P,2,NY,NY,25,420011N,42.00306,0752302W,-75.38389,946.46,0,,,0.166850163
1427500,2,CALLICOON CREEK AT CALLICOON NY,2040101,110.0,D,E,3,NY,NY,105,414539N,41.76083,0750255W,-75.04861,759.84,0,,,0.89029236
1435000,2,NEVERSINK RIVER NEAR CLARYVILLE NY,2040104,66.6,D,E,0,NY,NY,105,415324N,41.89,0743525W,-74.59028,1522.37,0,,,1.448280977
1439500,2,"BUSH KILL AT SHOEMAKERS, PA.",2040104,117.0,D,E,0,PA,PA,89,410517N,41.08806,0750217W,-75.03806,421.13,0,,,0.580117805
1440000,2,FLAT BROOK NEAR FLATBROOKVILLE NJ,2040104,64.0,D,E,0,NJ,NJ,37,410624N,41.10667,0745709W,-74.9525,347.73,0,,,0.925852534
1440400,2,"BRODHEAD CREEK NEAR ANALOMINK, PA.",2040104,65.9,D,E,0,PA,PA,89,410505N,41.08472,0751254W,-75.215,586.5,0,,,1.015910773
1443500,2,PAULINS KILL AT BLAIRSTOWN NJ,2040105,126.0,D,E,0,NJ,NJ,41,405844N,40.97889,0745715W,-74.95417,335.86,0,,,0.517679495
1445000,2,PEQUEST RIVER AT HUNTSVILLE NJ,2040105,31.0,D,P,1,NJ,NJ,37,405852N,40.98111,0744636W,-74.77667,553.81,0,,,2.371684051
1445500,2,PEQUEST RIVER AT PEQUEST NJ,2040105,106.0,D,E,0,NJ,NJ,41,404950N,40.83056,0745843W,-74.97861,398.78,0,,,0.615815742
1447500,2,"LEHIGH RIVER AT STODDARTSVILLE, PA.",2040106,91.7,D,E,0,PA,PA,89,410749N,41.13028,0753733W,-75.62583,1463.81,0,,,0.956514017
1459500,2,"TOHICKON CREEK NEAR PIPERSVILLE, PA.",2040105,97.4,D,P,2,PA,PA,17,402601N,40.43361,0750701W,-75.11694,258.96,0,,,0.548016322
1464500,2,CROSSWICKS CREEK AT EXTONVILLE NJ,2040201,81.5,D,E,0,NJ,NJ,21,400815N,40.1375,0743602W,-74.60056,24.94,0,,,0.476300297
1467000,2,NORTH BRANCH RANCOCAS CREEK AT PEMBERTON NJ,2040202,118.0,D,P,1,NJ,NJ,5,395810N,39.96944,0744105W,-74.68472,31.19,0,,,0.324344396
1471000,2,"TULPEHOCKEN CREEK NEAR READING, PA.",2040203,211.0,D,P,2,PA,PA,11,402208N,40.36889,0755846W,-75.97944,216.6,0,,,0.278539255
1478500,2,WHITE CLAY C AB NEWARK DE,2040205,66.7,D,E,1,DE,DE,3,394250N,39.71389,0754535W,-75.75972,78.6,0,,,0.638661885
1487000,2,"NANTICOKE R NR BRIDGEVILLE, DE",2060008,75.4,D,P,1,DE,DE,5,384345N,38.72917,0753341W,-75.56139,13.64,0,,,0.521929626
1488500,2,MARSHYHOPE C NR ADAMSVILLE DE,2060008,43.9,D,P,1,DE,DE,1,385059N,38.84972,0754024W,-75.67333,28.21,0,,,0.891284457
1491000,2,"CHOPTANK R NR GREENSBORO, MD",2060005,113.0,D,P,3,MD,MD,11,385950N,38.99722,0754710W,-75.78611,3.51,0,,C,0.35419659
1495000,2,"BIG ELK C AT ELK MILLS, MD",2060002,52.6,M,E,6,MD,MD,15,393926N,39.65722,0754920W,-75.82222,68.69,0,,,0.82971181
1496200,2,"PRINCIPIO C NR PRINCIPIO FURNACE, MD",2060002,9.03,D,E,0,MD,MD,15,393734N,39.62611,0760227W,-76.04083,215.0,0,,,4.909557184
1498500,2,"CHARLOTTE CREEK AT W. DAVENPORT, N.Y.",2050101,167.0,D,E,0,NY,NY,25,422642N,42.445,0745750W,-74.96389,1170.69,0,,,0.673519525
1502000,2,BUTTERNUT CREEK AT MORRIS NY,2050101,59.7,D,E,0,NY,NY,77,423243N,42.54528,0751422W,-75.23944,1096.21,0,,,1.678804885
1503000,2,SUSQUEHANNA RIVER AT CONKLIN NY,2050101,2232.0,M,E,8,NY,NY,7,420207N,42.03528,0754812W,-75.80333,841.04,0,,C,0.046551576
1514000,2,OWEGO CREEK NEAR OWEGO NY,2050103,185.0,D,P,3,NY,NY,107,420745N,42.12917,0761615W,-76.27083,819.82,0,,,0.570941218
1518000,2,"TIOGA RIVER AT TIOGA, PA  [TIOGA]",2050104,282.0,D,P,3,PA,PA,117,415430N,41.90833,0770747W,-77.12972,1021.0,0,,,0.373117944
1520000,2,"COWANESQUE RIVER NR LAWRENCEVILLE, PA  [LWRNVL]",2050104,298.0,D,P,3,PA,PA,117,415948N,41.99667,0770825W,-77.14028,983.96,0,,,0.488406929
1520500,2,TIOGA RIVER AT LINDLEY NY,2050104,771.0,D,P,2,NY,NY,101,420143N,42.02861,0770757W,-77.1325,964.5,0,,,0.159531104
1528000,2,FIVEMILE CREEK NEAR KANONA NY,2050105,66.8,D,E,0,NY,NY,101,422318N,42.38833,0772129W,-77.35806,1170.3,0,,,2.053853713
1532000,2,"TOWANDA CREEK NEAR MONROETON, PA.         (MNROT",2050106,215.0,D,E,0,PA,PA,15,414225N,41.70694,0762906W,-76.485,765.53,0,,,0.500304573
1534000,2,"TUNKHANNOCK CREEK NEAR TUNKHANNOCK, PA.  [TUNKCR",2050106,383.0,D,E,0,PA,PA,131,413330N,41.55833,0755342W,-75.895,610.5,0,,,0.259797967
1538000,2,"WAPWALLOPEN CREEK NEAR WAPWALLOPEN, PA.",2050107,43.8,D,E,0,PA,PA,79,410333N,41.05917,0760538W,-76.09389,752.41,0,,,1.959031782
1539000,2,"FISHING CREEK NEAR BLOOMSBURG, PA.  [BLOOMS]",2050107,274.0,D,E,0,PA,PA,37,410441N,41.07806,0762553W,-76.43139,543.84,0,,,0.278252418
1541000,2,"WEST BRANCH SUSQUEHANNA RIVER AT BOWER, PA [BOWE",2050201,315.0,D,E,0,PA,PA,33,405349N,40.89694,0784038W,-78.67722,1207.14,0,,,0.270704944
1543500,2,"SINNEMAHONING CREEK AT SINNEMAHONING, PA  [SINNA",2050202,685.0,D,E,0,PA,PA,23,411902N,41.31722,0780612W,-78.10333,769.36,0,,,0.140153667
1545600,2,"YOUNG WOMANS CREEK NEAR RENOVO, PA.",2050203,46.2,D,E,0,PA,PA,35,412322N,41.38944,0774128W,-77.69111,780.0,0,B,,2.006680084
1547700,2,"MARSH CREEK AT BLANCHARD, PA.",2050204,44.1,D,E,0,PA,PA,27,410334N,41.05944,0773622W,-77.60611,586.16,0,,,1.930151783
1548500,2,"PINE CREEK AT CEDAR RUN, PA  [CEDRRN]",2050205,604.0,D,E,0,PA,PA,81,413118N,41.52167,0772652W,-77.44778,780.36,0,,,0.177606237
1549500,2,"BLOCKHOUSE CREEK NEAR ENGLISH CENTER, PA.",2050205,37.7,D,E,0,PA,PA,81,412825N,41.47361,0771352W,-77.23111,1041.85,0,,,2.185181842
1555000,2,"PENNS CREEK AT PENNS CREEK, PA.  [PENNSC]",2050301,301.0,D,E,0,PA,PA,119,405200N,40.86667,0770255W,-77.04861,506.72,0,,,0.280879151
1555500,2,"EAST MAHANTANGO CREEK NEAR DALMATIA, PA.",2050301,162.0,D,E,0,PA,PA,97,403640N,40.61111,0765444W,-76.91222,401.22,0,,,0.503041021
1556000,2,"FRANKSTOWN BR JUNIATA RIVER AT WILLIAMSBURG, PA.",2050302,291.0,M,E,3,PA,PA,13,402747N,40.46306,0781200W,-78.2,831.78,0,,,0.280721284
1558000,2,"LITTLE JUNIATA RIVER AT SPRUCE CREEK, PA.",2050302,220.0,D,E,0,PA,PA,61,403645N,40.6125,0780827W,-78.14083,751.15,0,,,0.307273373
1560000,2,"DUNNING CREEK AT BELDEN, PA.  [BELDEN]",2050303,172.0,D,E,0,PA,PA,9,400418N,40.07167,0782934W,-78.49278,1051.16,0,,,0.47954747
1562000,2,"RAYSTOWN BRANCH JUNIATA RIVER AT SAXTON, PA.  []",2050303,756.0,D,E,0,PA,PA,9,401257N,40.21583,0781556W,-78.26556,795.77,0,,,0.115852004
1564500,2,"AUGHWICK CREEK NEAR THREE SPRINGS, PA.",2050304,205.0,D,E,0,PA,PA,61,401245N,40.2125,0775532W,-77.92556,618.65,0,,,0.363205705
1567000,2,"JUNIATA RIVER AT NEWPORT, PA.  [NEWPRT]",2050304,3354.0,D,P,2,PA,PA,99,402842N,40.47833,0770746W,-77.12944,363.93,0,,,0.022415328
1568000,2,"SHERMAN CREEK AT SHERMANS DALE, PA.  [SHRMNS]",2050305,200.0,D,E,0,PA,PA,99,401924N,40.32333,0771009W,-77.16917,422.63,0,,,0.282427293
1580000,2,"DEER C AT ROCKS, MD",2050306,94.4,D,E,0,MD,MD,25,393749N,39.63028,0762413W,-76.40361,250.4,0,,,0.606352371
1582000,2,"LITTLE FALLS AT BLUE MOUNT, MD",2060003,52.9,D,E,0,MD,MD,5,393616N,39.60444,0763716W,-76.62111,305.0,0,,,1.301843658
1583500,2,"WESTERN RN AT WESTERN RUN, MD",2060003,59.8,D,E,0,MD,MD,5,393038N,39.51056,0764037W,-76.67694,262.78,0,,,1.092888313
1595000,2,"NB POTOMAC R AT STEYER, MD",2070002,73.0,D,E,0,MD,MD,23,391807N,39.30194,0791826W,-79.30722,2276.01,0,,,1.150661511
1599000,2,"GEORGES C AT FRANKLIN, MD",2070002,72.4,D,P,2,MD,MD,1,392938N,39.49389,0790242W,-79.045,958.96,0,,,1.731419605
1601500,2,"WILLS C NR CUMBERLAND, MD",2070002,247.0,D,E,0,MD,MD,1,394007N,39.66861,0784718W,-78.78833,640.89,0,,,0.385733719
1603500,2,"EVITTS C NR CENTERVILLE, PA",2070002,30.2,D,E,0,MD,PA,9,394723N,39.78972,0783848W,-78.64667,1027.59,0,,,3.074225022
1604500,2,"PATTERSON CREEK NEAR HEADSVILLE, WV",2070002,219.0,D,E,0,WV,WV,57,392635N,39.44306,0784920W,-78.82222,624.9,0,,,0.48110832
